ID;TARGET
80124;0.5362533028
80125;0.4463650532
80126;0.5284542761
80127;0.5284542761
80128;0.5284542761
80129;0.5284542761
80130;0.5284542761
80131;0.5018688983
80132;0.5284542761
80133;0.5284542761
80134;0.5534818269
80135;0.5243512662
80136;0.3763409026
80137;0.5163442835
80138;0.5163442835
80139;0.5114537268
80140;0.6263405919
80141;0.5284542761
80142;0.5284542761
80143;0.5284542761
80144;0.5018688983
80145;0.5284542761
80146;0.5284542761
80147;0.5284542761
80148;0.5284542761
80149;0.5284542761
80150;0.5284542761
80151;0.5284542761
80152;0.5284542761
80153;0.5018688983
80154;0.3370249540
80155;0.3370249540
80156;0.4732449006
80157;0.3370249540
80158;0.6532213813
80159;0.4537986005
80160;0.5917362940
80161;0.5917362940
80162;0.6136036943
80163;0.5917362940
80164;0.5917362940
80165;0.5917362940
80166;0.6031991688
80167;0.5344254803
80168;0.5214997992
80169;0.5478382774
80170;0.6584299076
80171;0.7085128080
80172;0.5806387748
80173;0.5774761498
80174;0.6291784428
80175;0.5917362940
80176;0.6187511833
80177;0.6293485118
80178;0.6299068377
80179;0.2321385388
80180;0.6865929946
80181;0.4963526673
80182;0.7433284581
80183;0.5284542761
80184;0.3963638908
80185;0.4275818811
80186;0.5993516154
80187;0.4569680593
80188;0.5535644506
80189;0.5366664821
80190;0.7704472054
80191;0.5559186551
80192;0.3113846120
80193;0.4791459763
80194;0.5315805336
80195;0.5095444979
80196;0.8176096263
80197;0.5532117875
80198;0.7159046577
80199;0.3603840095
80200;0.5011463418
80201;0.4745522049
80202;0.5011463418
80203;0.5579768214
80204;0.5559186551
80205;0.5559186551
80206;0.5745170933
80207;0.6977263640
80208;0.4673001984
80209;0.4988781881
80210;0.6147305703
80211;0.5011463418
80212;0.5011463418
80213;0.5011463418
80214;0.5011463418
80215;0.4658334131
80216;0.5011463418
80217;0.4879241866
80218;0.4799979699
80219;0.6975815723
80220;0.3512612646
80221;0.6431966365
80222;0.6351195868
80223;0.5009170863
80224;0.5397248371
80225;0.5011463418
80226;0.5322641612
80227;0.5325790578
80228;0.5325790578
80229;0.5325790578
80230;0.5621587781
80231;0.5570808085
80232;0.6075467849
80233;0.6125982724
80234;0.6081464671
80235;0.4945322792
80236;0.5101137929
80237;0.5011463418
80238;0.6509155104
80239;0.5011463418
80240;0.5011463418
80241;0.4968650745
80242;0.5095466938
80243;0.3678898457
80244;0.5641432501
80245;0.4498968085
80246;0.6836472661
80247;0.3395853600
80248;0.4081116451
80249;0.5844041824
80250;0.4428292808
80251;0.5319280033
80252;0.4275818811
80253;0.6479639443
80254;0.6147305703
80255;0.6204404882
80256;0.5907064472
80257;0.5559186551
80258;0.5603357182
80259;0.4904372115
80260;0.5269321749
80261;0.6836472661
80262;0.3842717043
80263;0.4878244678
80264;0.4197597630
80265;0.4423246274
80266;0.6228405013
80267;0.6195442333
80268;0.4531886604
80269;0.6836472661
80270;0.5940373115
80271;0.5011463418
80272;0.6984245621
80273;0.4503752527
80274;0.5023008187
80275;0.5011463418
80276;0.6115020302
80277;0.6067885091
80278;0.5368969945
80279;0.5282084337
80280;0.7195915878
80281;0.4732024134
80282;0.5835094095
80283;0.5066947890
80284;0.4593152855
80285;0.6488357798
80286;0.6384983274
80287;0.6172846924
80288;0.5530855942
80289;0.6594059103
80290;0.5068990596
80291;0.6532177438
80292;0.6322592082
80293;0.3848609372
80294;0.7407407630
80295;0.4983102871
80296;0.6410489178
80297;0.6548228482
80298;0.5688671445
80299;0.5011463418
80300;0.4142351000
80301;0.6574007544
80302;0.6174206881
80303;0.7548486710
80304;0.3833395809
80305;0.6321842189
80306;0.5491489254
80307;0.5559186551
80308;0.6266931895
80309;0.6975118099
80310;0.5831081153
80311;0.4971298751
80312;0.5642905122
80313;0.5751456690
80314;0.5385827019
80315;0.5461714534
80316;0.5011463418
80317;0.4676960012
80318;0.4244975652
80319;0.4047585716
80320;0.4986545076
80321;0.4631977784
80322;0.5137773839
80323;0.5768499579
80324;0.7010364668
80325;0.6851318865
80326;0.6904486007
80327;0.6550310326
80328;0.5483859930
80329;0.5607604740
80330;0.5483859930
80331;0.6341356256
80332;0.6341356256
80333;0.5226299746
80334;0.6243309818
80335;0.4124705112
80336;0.4782518472
80337;0.6601852070
80338;0.6601852070
80339;0.4089534986
80340;0.6592707781
80341;0.4956654286
80342;0.6631615165
80343;0.4491872548
80344;0.4752425112
80345;0.3508095349
80346;0.5433679035
80347;0.4222202251
80348;0.5548351874
80349;0.5629021147
80350;0.7648097120
80351;0.5926334105
80352;0.5511919403
80353;0.5225395792
80354;0.5095215382
80355;0.4516658896
80356;0.4107147151
80357;0.6220877200
80358;0.6141598142
80359;0.6265078046
80360;0.6220877200
80361;0.6383835764
80362;0.4540293956
80363;0.4540293956
80364;0.6517590515
80365;0.5952313786
80366;0.6220834073
80367;0.5807123090
80368;0.5482221408
80369;0.4113880082
80370;0.5830424181
80371;0.6506575900
80372;0.3511004524
80373;0.6055895002
80374;0.6546099714
80375;0.2999884110
80376;0.3380141958
80377;0.2921250712
80378;0.6586428542
80379;0.2999884110
80380;0.4974029903
80381;0.5483859930
80382;0.6220405492
80383;0.6898953964
80384;0.6147305703
80385;0.6147305703
80386;0.7973001632
80387;0.5184965329
80388;0.5936350193
80389;0.4238021143
80390;0.5399653302
80391;0.4422046198
80392;0.5177842203
80393;0.6115892214
80394;0.6844026372
80395;0.7150164596
80396;0.6006044000
80397;0.5740475428
80398;0.5871607230
80399;0.4892380417
80400;0.5080006550
80401;0.7134436385
80402;0.5007978224
80403;0.5131319332
80404;0.5798235599
80405;0.5774818452
80406;0.6018238045
80407;0.6391318515
80408;0.6045929273
80409;0.5188240680
80410;0.4323222268
80411;0.5995983402
80412;0.3370249540
80413;0.3370249540
80414;0.2437144096
80415;0.4643493775
80416;0.5316497220
80417;0.5235505732
80418;0.5627132520
80419;0.6277316116
80420;0.6267140664
80421;0.5928222616
80422;0.6066135872
80423;0.6198909033
80424;0.4805252052
80425;0.7312851157
80426;0.4805252052
80427;0.4277914342
80428;0.4540293956
80429;0.5892570893
80430;0.4275818811
80431;0.5535644506
80432;0.6804895649
80433;0.5815911452
80434;0.6003481820
80435;0.4554131515
80436;0.5247997201
80437;0.6235583674
80438;0.4567849505
80439;0.6285135392
80440;0.6232046958
80441;0.6635288735
80442;0.4895712435
80443;0.7147555612
80444;0.5207521271
80445;0.5350088996
80446;0.6522054147
80447;0.6113287262
80448;0.5380315814
80449;0.7057488963
80450;0.5688444814
80451;0.5700570550
80452;0.6591035635
80453;0.3623345314
80454;0.6499748204
80455;0.6404208520
80456;0.5807029557
80457;0.6095440332
80458;0.5980994581
80459;0.6106119121
80460;0.6637879944
80461;0.5299589653
80462;0.5417001373
80463;0.6574743851
80464;0.4746567572
80465;0.5691696898
80466;0.3553449973
80467;0.5717630036
80468;0.5325790578
80469;0.5325790578
80470;0.5325790578
80471;0.5325790578
80472;0.5325790578
80473;0.5325790578
80474;0.5325790578
80475;0.5325790578
80476;0.5325790578
80477;0.5325790578
80478;0.5325790578
80479;0.5325790578
80480;0.5325790578
80481;0.5325790578
80482;0.5325790578
80483;0.5325790578
80484;0.5325790578
80485;0.5325790578
80486;0.4502845455
80487;0.4224298519
80488;0.5325790578
80489;0.5325790578
80490;0.5325790578
80491;0.5325790578
80492;0.5325790578
80493;0.5325790578
80494;0.5325790578
80495;0.5325790578
80496;0.5325790578
80497;0.5325790578
80498;0.5325790578
80499;0.5325790578
80500;0.5325790578
80501;0.5325790578
80502;0.5325790578
80503;0.5325790578
80504;0.5325790578
80505;0.5889093000
80506;0.5546742689
80507;0.6273378094
80508;0.5204932835
80509;0.5655599569
80510;0.5325790578
80511;0.5325790578
80512;0.5325790578
80513;0.5325790578
80514;0.5325790578
80515;0.6803774678
80516;0.7448577638
80517;0.5658691275
80518;0.5133899717
80519;0.5584436917
80520;0.3400369501
80521;0.6010147657
80522;0.5476929482
80523;0.4301089983
80524;0.6526537981
80525;0.7387462160
80526;0.4923851517
80527;0.6611228260
80528;0.2830741183
80529;0.4444853065
80530;0.5448973885
80531;0.5453863958
80532;0.6299655323
80533;0.6507366172
80534;0.5400561907
80535;0.5307614449
80536;0.6472815215
80537;0.6477283812
80538;0.5716205528
80539;0.5559186551
80540;0.6140194102
80541;0.6172577463
80542;0.7668718270
80543;0.4866257225
80544;0.6273357245
80545;0.6244721908
80546;0.6274553917
80547;0.6700791898
80548;0.6066927023
80549;0.7048582349
80550;0.4732392904
80551;0.6395621629
80552;0.5140927360
80553;0.5999176413
80554;0.7026949263
80555;0.6816234719
80556;0.3743234939
80557;0.4825542856
80558;0.3722476375
80559;0.5645481444
80560;0.3421179431
80561;0.4365296203
80562;0.4708918133
80563;0.5421909974
80564;0.4526525878
80565;0.4275818811
80566;0.5828798588
80567;0.5124725150
80568;0.6106649104
80569;0.3330953713
80570;0.3330953713
80571;0.5516885120
80572;0.6329771026
80573;0.7300662023
80574;0.4607098630
80575;0.4521140767
80576;0.3508095349
80577;0.3310624913
80578;0.4349510743
80579;0.5866126030
80580;0.5570047551
80581;0.6077021568
80582;0.5772442481
80583;0.6232046958
80584;0.6232046958
80585;0.6232046958
80586;0.6232046958
80587;0.6953017184
80588;0.5295809656
80589;0.4999996579
80590;0.4880227218
80591;0.6725612026
80592;0.6331221895
80593;0.6117900461
80594;0.4542625258
80595;0.5119473384
80596;0.6836472661
80597;0.4549314398
80598;0.5147293238
80599;0.4817493425
80600;0.6033377944
80601;0.5038608250
80602;0.3677066411
80603;0.6201845872
80604;0.5454157174
80605;0.7244934461
80606;0.6106620910
80607;0.4936701530
80608;0.5863374426
80609;0.5574139201
80610;0.5941627772
80611;0.5114827261
80612;0.4393444621
80613;0.6054573755
80614;0.3508095349
80615;0.5009312683
80616;0.5345867931
80617;0.5081526127
80618;0.5669520998
80619;0.5725670369
80620;0.5619633828
80621;0.7166484667
80622;0.2035026736
80623;0.5733613927
80624;0.5040237161
80625;0.6050293870
80626;0.5861919748
80627;0.6910913039
80628;0.7306766170
80629;0.5037137879
80630;0.5763310018
80631;0.6369659764
80632;0.5040237161
80633;0.4762615302
80634;0.6435989826
80635;0.3426445980
80636;0.5207687548
80637;0.4876618669
80638;0.5294891160
80639;0.4989107834
80640;0.5917340928
80641;0.5287628944
80642;0.6682269969
80643;0.5617344586
80644;0.5325790578
80645;0.5325790578
80646;0.4132465107
80647;0.7294385639
80648;0.6419962144
80649;0.3360120735
80650;0.4794350272
80651;0.5723773019
80652;0.5931557645
80653;0.5596568393
80654;0.4851875610
80655;0.7130741580
80656;0.3676509272
80657;0.6566265756
80658;0.5593352346
80659;0.6689646563
80660;0.6337278380
80661;0.4194003551
80662;0.6636826686
80663;0.6133812274
80664;0.6214765367
80665;0.3984207078
80666;0.6776848441
80667;0.5652963433
80668;0.6427585700
80669;0.4674595493
80670;0.4567374562
80671;0.5060589208
80672;0.4897695676
80673;0.3613612110
80674;0.5809094606
80675;0.5529322637
80676;0.6671784709
80677;0.5515970171
80678;0.6721925287
80679;0.6540145324
80680;0.7175276438
80681;0.6102600788
80682;0.6313544546
80683;0.6486670142
80684;0.5223926604
80685;0.4051012785
80686;0.4893908043
80687;0.5570808085
80688;0.7133963114
80689;0.5740475428
80690;0.6636403753
80691;0.7504274109
80692;0.5870060561
80693;0.5129870241
80694;0.5973809389
80695;0.7214764817
80696;0.6428094027
80697;0.5214299435
80698;0.7193977781
80699;0.5392401354
80700;0.5124696187
80701;0.6402107617
80702;0.5397248371
80703;0.6871484022
80704;0.6000393888
80705;0.5327086284
80706;0.5936345346
80707;0.6070396707
80708;0.6962015650
80709;0.6412653998
80710;0.3821892478
80711;0.5584779201
80712;0.5366015983
80713;0.2916134738
80714;0.6697114473
80715;0.4121701391
80716;0.4743485881
80717;0.6122435381
80718;0.3754299026
80719;0.6503410302
80720;0.5556265163
80721;0.6170432226
80722;0.5732284394
80723;0.4515794893
80724;0.6841626493
80725;0.5339676124
80726;0.4783316197
80727;0.7095958890
80728;0.6257622863
80729;0.6451203936
80730;0.5056177056
80731;0.4885431922
80732;0.6136717831
80733;0.2876357364
80734;0.6213023955
80735;0.5360061532
80736;0.6851324194
80737;0.6059768216
80738;0.6102845558
80739;0.5863874291
80740;0.6870032931
80741;0.6396344888
80742;0.4329764016
80743;0.5090975853
80744;0.6078986024
80745;0.4491422077
80746;0.4833897504
80747;0.6077430339
80748;0.4945277048
80749;0.7309407508
80750;0.6041183129
80751;0.4778658083
80752;0.6417692027
80753;0.6885212220
80754;0.5815947931
80755;0.5722353337
80756;0.4851019130
80757;0.6764967249
80758;0.5520042831
80759;0.5630982918
80760;0.5463472740
80761;0.5630982918
80762;0.6284189233
80763;0.5332738040
80764;0.5709949043
80765;0.5570808085
80766;0.5463423273
80767;0.4277914342
80768;0.4805252052
80769;0.4540293956
80770;0.4540293956
80771;0.4540293956
80772;0.4805252052
80773;0.5410008629
80774;0.6333243484
80775;0.3359233290
80776;0.5911497927
80777;0.6521824947
80778;0.4837114127
80779;0.6531362336
80780;0.5334850070
80781;0.6127267791
80782;0.3510075933
80783;0.5505645660
80784;0.6811637423
80785;0.4493191980
80786;0.3958348562
80787;0.5991362885
80788;0.6274627620
80789;0.6578323593
80790;0.5788728030
80791;0.4691103205
80792;0.5655103303
80793;0.4114469911
80794;0.5825601154
80795;0.5425066450
80796;0.5973787236
80797;0.5392234388
80798;0.4071610317
80799;0.5549637794
80800;0.7321080696
80801;0.5396454934
80802;0.5071124232
80803;0.4241514345
80804;0.4194697075
80805;0.4994112820
80806;0.6043912176
80807;0.6468556210
80808;0.6154217368
80809;0.4863923418
80810;0.4199411276
80811;0.4654817975
80812;0.5498828604
80813;0.5147542946
80814;0.5573524842
80815;0.5930767604
80816;0.5219769721
80817;0.6536106986
80818;0.7081802708
80819;0.5892409636
80820;0.5235328617
80821;0.6369659764
80822;0.5040237161
80823;0.5269321749
80824;0.4474230138
80825;0.4474230138
80826;0.5524150333
80827;0.4976690705
80828;0.5835375964
80829;0.5040237161
80830;0.5009544426
80831;0.5588504138
80832;0.7622421200
80833;0.6008765968
80834;0.3141032014
80835;0.5781770498
80836;0.6163907023
80837;0.4853364097
80838;0.4331790321
80839;0.5774335590
80840;0.7051381793
80841;0.5415568343
80842;0.6037620123
80843;0.4908750309
80844;0.6247752954
80845;0.5535644506
80846;0.4256685871
80847;0.3480210101
80848;0.5371316962
80849;0.7101821812
80850;0.7076808851
80851;0.5528303901
80852;0.6505728882
80853;0.5078709851
80854;0.3370249540
80855;0.4713550211
80856;0.5564205598
80857;0.4935460338
80858;0.6370087552
80859;0.6965535213
80860;0.2716719105
80861;0.6010348682
80862;0.5408949801
80863;0.3914408111
80864;0.5464086388
80865;0.4866134093
80866;0.4260547250
80867;0.5529056422
80868;0.5397248371
80869;0.7853229972
80870;0.5610154626
80871;0.4390192484
80872;0.5746201447
80873;0.6138320338
80874;0.5013573854
80875;0.5904473030
80876;0.5774335590
80877;0.6774247761
80878;0.7068773392
80879;0.7132224193
80880;0.7034501294
80881;0.3510075933
80882;0.5306824720
80883;0.5955126069
80884;0.5071595646
80885;0.5567115836
80886;0.4772125662
80887;0.5587831441
80888;0.3338700063
80889;0.5304323868
80890;0.6230095181
80891;0.6300392569
80892;0.6636078911
80893;0.4394638674
80894;0.5207496005
80895;0.5218268205
80896;0.4969235748
80897;0.5296202852
80898;0.5831749682
80899;0.4588089664
80900;0.3620079455
80901;0.4249472415
80902;0.7853229972
80903;0.7853229972
80904;0.7583287196
80905;0.5482577603
80906;0.6332559646
80907;0.6340361667
80908;0.6936377096
80909;0.4433262657
80910;0.4355074972
80911;0.5922236245
80912;0.3165302357
80913;0.4872769468
80914;0.5452970088
80915;0.4822477826
80916;0.5576964456
80917;0.4445478926
80918;0.4464835793
80919;0.6220877200
80920;0.6772719672
80921;0.6282453448
80922;0.6527527240
80923;0.5471313003
80924;0.7180589181
80925;0.5324641103
80926;0.7283265836
80927;0.6756714482
80928;0.6327628936
80929;0.6525802400
80930;0.5138836485
80931;0.6223810344
80932;0.6816218175
80933;0.5655759107
80934;0.5458164744
80935;0.7386076986
80936;0.4654815854
80937;0.7226441198
80938;0.3265425614
80939;0.5499458276
80940;0.5939227126
80941;0.6369391929
80942;0.6402070508
80943;0.5470754191
80944;0.5761846901
80945;0.6381067129
80946;0.5593209375
80947;0.5278472789
80948;0.4401497327
80949;0.6489407316
80950;0.5923168682
80951;0.3537664735
80952;0.3738291535
80953;0.3198824410
80954;0.4540293956
80955;0.5677051373
80956;0.6156342068
80957;0.6072803392
80958;0.6749148280
80959;0.4995205995
80960;0.6241650521
80961;0.6023800192
80962;0.5333070510
80963;0.4594898671
80964;0.2914160842
80965;0.4902273323
80966;0.5329377897
80967;0.5275592229
80968;0.4660086622
80969;0.3696967494
80970;0.6206942530
80971;0.5233511077
80972;0.2731634105
80973;0.7304835224
80974;0.5791842310
80975;0.4932107514
80976;0.5344634329
80977;0.6330641652
80978;0.5388366707
80979;0.5142405985
80980;0.5756084931
80981;0.2333323723
80982;0.5528303901
80983;0.6010348682
80984;0.6764716954
80985;0.5970867481
80986;0.6627297348
80987;0.5136540089
80988;0.6522664038
80989;0.6595333971
80990;0.4561871714
80991;0.3558488062
80992;0.3628350008
80993;0.5794715139
80994;0.5518538826
80995;0.6232046958
80996;0.6003214388
80997;0.5755223397
80998;0.5538926240
80999;0.6639381142
81000;0.5534819668
81001;0.5040237161
81002;0.4618262330
81003;0.5870277735
81004;0.6735041096
81005;0.4414734566
81006;0.5068466786
81007;0.5811973884
81008;0.5914770468
81009;0.5651868750
81010;0.5618238595
81011;0.1076394308
81012;0.7065770399
81013;0.5660559835
81014;0.5945552053
81015;0.6144849749
81016;0.4866980023
81017;0.5359455822
81018;0.3128447925
81019;0.3902443352
81020;0.3902443352
81021;0.4611674121
81022;0.4742263367
81023;0.6832042248
81024;0.4458889767
81025;0.4458889767
81026;0.7077198620
81027;0.5313801308
81028;0.6578121069
81029;0.5696433098
81030;0.6114534885
81031;0.6679193538
81032;0.6713002596
81033;0.6504683447
81034;0.3617467256
81035;0.5663032759
81036;0.5721509791
81037;0.5262428792
81038;0.5641360189
81039;0.5403723331
81040;0.4461724468
81041;0.5171127377
81042;0.6244074411
81043;0.4818240280
81044;0.4628684164
81045;0.6840107176
81046;0.5155431250
81047;0.5125855430
81048;0.6140194102
81049;0.5087790540
81050;0.4474230138
81051;0.4474230138
81052;0.4474230138
81053;0.4474230138
81054;0.3901743772
81055;0.5652951967
81056;0.3079881221
81057;0.6528409663
81058;0.6834040711
81059;0.6049266308
81060;0.6546624290
81061;0.5397248371
81062;0.5582587412
81063;0.4229467624
81064;0.3675644080
81065;0.4981097282
81066;0.4975764182
81067;0.3408666324
81068;0.6012349463
81069;0.5397248371
81070;0.5599416486
81071;0.4336356653
81072;0.5116025635
81073;0.5146929157
81074;0.4470218737
81075;0.6162692925
81076;0.5559186551
81077;0.4848948639
81078;0.6625648369
81079;0.5674491220
81080;0.5985902804
81081;0.5737392398
81082;0.6470420080
81083;0.7070936018
81084;0.6054246913
81085;0.5034982637
81086;0.6920550760
81087;0.6658016546
81088;0.6365513270
81089;0.6150793324
81090;0.6136134474
81091;0.7257991610
81092;0.6657516292
81093;0.5601214026
81094;0.5199909851
81095;0.6003162871
81096;0.5535644506
81097;0.5774335590
81098;0.5826035612
81099;0.4848877345
81100;0.6109013268
81101;0.6109013268
81102;0.7828261009
81103;0.4946834890
81104;0.6032169227
81105;0.6017696438
81106;0.6283750289
81107;0.5285010043
81108;0.4961927458
81109;0.7639879799
81110;0.6393294682
81111;0.5598815175
81112;0.5515589522
81113;0.6212129855
81114;0.5768126757
81115;0.7948644021
81116;0.4674888490
81117;0.4842293283
81118;0.3558488062
81119;0.6645062167
81120;0.6453980528
81121;0.5716550368
81122;0.4556545035
81123;0.5725291452
81124;0.6014931644
81125;0.4333590996
81126;0.5506655650
81127;0.4733892204
81128;0.3980187797
81129;0.6135788355
81130;0.6135788355
81131;0.6135788355
81132;0.5072003666
81133;0.6636122042
81134;0.6145274183
81135;0.5495879488
81136;0.4298118769
81137;0.4020559321
81138;0.3870431725
81139;0.6675155594
81140;0.6315920553
81141;0.5941115991
81142;0.3658670196
81143;0.6013626612
81144;0.5477316512
81145;0.2652521761
81146;0.7003709211
81147;0.6704885974
81148;0.6292816230
81149;0.6228481703
81150;0.6201029988
81151;0.4852599820
81152;0.5620345864
81153;0.6028096486
81154;0.4159986232
81155;0.5533145043
81156;0.6485775414
81157;0.6621672322
81158;0.6746062665
81159;0.4081116451
81160;0.5413351825
81161;0.5848291653
81162;0.4114960929
81163;0.4750793820
81164;0.5105785847
81165;0.5674667621
81166;0.5965335549
81167;0.5096829226
81168;0.5016412511
81169;0.5149192416
81170;0.6162035518
81171;0.5792122842
81172;0.4140598397
81173;0.5166584788
81174;0.5616190542
81175;0.5940172153
81176;0.7302854509
81177;0.4565801323
81178;0.6221884700
81179;0.6026950979
81180;0.5397248371
81181;0.4685894907
81182;0.4963269307
81183;0.4082172466
81184;0.6441714038
81185;0.5829856789
81186;0.6366959026
81187;0.3900433819
81188;0.6837347749
81189;0.6560467529
81190;0.6695094952
81191;0.7089654193
81192;0.4859292193
81193;0.6568804032
81194;0.6235856995
81195;0.3641007737
81196;0.5755872714
81197;0.4475553927
81198;0.5127499290
81199;0.4962090762
81200;0.6624107235
81201;0.4253578261
81202;0.5743705955
81203;0.5523947127
81204;0.6929995592
81205;0.4491192255
81206;0.3159356291
81207;0.6035658199
81208;0.6409194432
81209;0.5311546105
81210;0.5578311381
81211;0.4662936150
81212;0.5737362389
81213;0.5307322944
81214;0.5661882990
81215;0.4682808205
81216;0.5559186551
81217;0.5089748153
81218;0.4020803451
81219;0.6303991146
81220;0.5243486088
81221;0.7247886916
81222;0.6836472661
81223;0.4548833025
81224;0.6343070451
81225;0.5625517877
81226;0.5398442949
81227;0.7194917238
81228;0.6145464882
81229;0.6405047457
81230;0.6688054904
81231;0.6814898829
81232;0.5363157453
81233;0.6420521695
81234;0.6836472661
81235;0.4602126208
81236;0.4053363837
81237;0.4458889767
81238;0.6284623108
81239;0.7195614333
81240;0.6184525936
81241;0.6576584487
81242;0.6214868396
81243;0.5931930265
81244;0.6166879994
81245;0.6315640541
81246;0.4734604600
81247;0.4577235183
81248;0.6259467022
81249;0.6564983103
81250;0.7425936634
81251;0.5974617132
81252;0.5928690692
81253;0.4606856126
81254;0.7713178781
81255;0.5771318077
81256;0.7257828280
81257;0.4627629227
81258;0.6204532931
81259;0.5271226339
81260;0.5968905981
81261;0.5507154901
81262;0.4022493152
81263;0.5118782809
81264;0.6551321430
81265;0.2530795963
81266;0.4917119740
81267;0.6220877200
81268;0.5869510256
81269;0.6071485351
81270;0.5334595885
81271;0.5034125201
81272;0.5775903610
81273;0.4362562131
81274;0.6790711804
81275;0.6276655052
81276;0.4155633671
81277;0.2999884110
81278;0.4080635090
81279;0.5059701545
81280;0.4652139309
81281;0.7196705984
81282;0.5632670906
81283;0.5700975905
81284;0.5839850916
81285;0.5034528043
81286;0.4123788293
81287;0.6306318254
81288;0.6377568521
81289;0.4770065226
81290;0.4365296203
81291;0.6738069800
81292;0.6421436094
81293;0.5156619353
81294;0.5724678488
81295;0.4981751153
81296;0.6559329589
81297;0.5633798554
81298;0.4585511354
81299;0.5143404189
81300;0.7330923923
81301;0.6842310030
81302;0.5438041758
81303;0.5376714490
81304;0.5449217971
81305;0.5463464152
81306;0.5699995579
81307;0.5330716325
81308;0.6228405013
81309;0.6066466024
81310;0.5387389919
81311;0.6062810979
81312;0.6630033098
81313;0.5945142860
81314;0.7787733691
81315;0.6420970283
81316;0.5230660506
81317;0.5490859779
81318;0.5725529359
81319;0.6067221181
81320;0.5746795423
81321;0.4540050054
81322;0.5217641725
81323;0.6078882150
81324;0.4253578261
81325;0.7571377305
81326;0.5034699169
81327;0.5913453560
81328;0.6743140794
81329;0.3817718368
81330;0.4568034505
81331;0.6066475068
81332;0.3966984991
81333;0.7355709823
81334;0.5246653117
81335;0.4474230138
81336;0.4474230138
81337;0.4474230138
81338;0.5065371581
81339;0.6490285756
81340;0.6063271015
81341;0.4360114816
81342;0.3581766206
81343;0.6156575574
81344;0.4566656549
81345;0.6709467181
81346;0.6732396228
81347;0.6152283383
81348;0.5807227701
81349;0.5545283243
81350;0.6254670681
81351;0.5448973885
81352;0.3612042205
81353;0.6495637893
81354;0.6078986024
81355;0.5316020050
81356;0.4641859528
81357;0.4804273021
81358;0.3943823256
81359;0.4957416376
81360;0.5723521002
81361;0.5141113720
81362;0.3619035172
81363;0.4382432397
81364;0.3475254339
81365;0.3988836646
81366;0.4554131515
81367;0.4934099001
81368;0.4745421146
81369;0.5896331592
81370;0.5133587652
81371;0.5584733454
81372;0.6995427416
81373;0.6229600463
81374;0.6836472661
81375;0.5927497413
81376;0.5791738878
81377;0.6845193684
81378;0.3974408402
81379;0.3222871605
81380;0.2830741183
81381;0.5619950391
81382;0.5301982491
81383;0.6061429621
81384;0.6432393234
81385;0.5177813809
81386;0.4816979331
81387;0.5007978224
81388;0.5991445407
81389;0.6533132864
81390;0.5752320895
81391;0.5308905543
81392;0.6041156511
81393;0.6662554843
81394;0.4255350902
81395;0.6754877488
81396;0.5925572869
81397;0.3722981633
81398;0.6170488281
